id,Model,Display name,Hugging Face developer id,Version release date,Notes,Link,Aider’s polyglot benchmark,OS World (Screenshot),LiveBench,Balrog,The Agent Company,AidanBench,WeirdML V1,WebDevArena,SimpleBench,Factorio Learning Environment,HCAST,RE-Bench,MCBench,VendingBench,METR horizon lengths,Cybench,Lech Mazur Writing,TEMPLATE,GeoBench,Fiction.LiveBench,CadEval,VPCT,HellaSwag,OpenBookQA,WinoGrande,MMLU,BBH,TriviaQA,autoadvexbench,Terminal Bench,BrowseComp,OSUniverse,VideoMME,GSO-Bench,GSM8K,CommonSenseQA 2,SuperGlue,LAMBADA,BoolQ,PIQA,ARC AGI,Adversarial NLI,ScienceQA,DeepResearch Bench,WeirdML V2,ARC AI2,EnigmaEval,VISTA,ToolComp,Has external benchmark result on hub (WIP),TEMPLATE copy
Aria,,,rhymes-ai,2024-09-30,,https://huggingface.co/rhymes-ai/Aria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rec2drA44hjKaGmOS,,,,,,,,,,,,,,,,,0,
LinVT,,,,2024-12-06,Weights not yet available,https://arxiv.org/abs/2412.05185,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recN2BfY04EUYvH4S,,,,,,,,,,,,,,,,,0,
LLaVA-Video-7B-Qwen2-TPO,,,ruili0,2025-01-19,,https://huggingface.co/ruili0/LLaVA-Video-7B-Qwen2-TPO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recvTrkDVgOaC2rW0,,,,,,,,,,,,,,,,,0,
LiveCC-7B-Instruct,,,chenjoya,2024-04-12,,https://huggingface.co/chenjoya/LiveCC-7B-Instruct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recnjdgH8IWzUvB9e,,,,,,,,,,,,,,,,,0,
TimeMarker,,,,2024-11-27,Weights not yet available,https://huggingface.co/papers/2411.18211,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recd1Q3oRJQEjjQds,,,,,,,,,,,,,,,,,0,
Video-LLaVA-7B,,,LanguageBind,2023-11-17,,https://huggingface.co/LanguageBind/Video-LLaVA-7B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recmRFidEf4Es3i1U,,,,,,,,,,,,,,,,,0,
ST-LLM,,,,2024-03-28,,https://github.com/TencentARC/ST-LLM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recXDGFkKjvk7Ky7X,,,,,,,,,,,,,,,,,0,
sharegpt4video-8b,,,Lin-Chen,2024-05-27,,https://huggingface.co/Lin-Chen/sharegpt4video-8b,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recXDO9BjzFQSKlr7,,,,,,,,,,,,,,,,,0,
video_chat2_mistral,,,,2023-11-29,,https://github.com/OpenGVLab/Ask-Anything/tree/main/video_chat2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recACe67sCHSfYlk1,,,,,,,,,,,,,,,,,0,
gemini-2.5-pro-preview-06-05_32K,Gemini 2.5 Pro,Gemini 2.5 Pro Preview (Jun 2025),,,,,recTdLkFf3W6Wsboo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
NVILA-8B,NVILA 8B,,Efficient-Large-Model,2024-12-10,,https://huggingface.co/Efficient-Large-Model/NVILA-8B/tree/main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recvDeYZzDKLYzJYX,,,,,,,,,,,,,,,,,0,
VideoChat-Flash-Qwen2-7B_res448,,,OpenGVLab,2025-01-11,,https://huggingface.co/OpenGVLab/VideoChat-Flash-Qwen2-7B_res448,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rec1d4OPDkM5E2gva,,,,,,,,,,,,,,,,,0,
LLaVA-OneVision 72B,,,,2024-08-06,,https://arxiv.org/pdf/2408.03326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recuqUAsbZZ7qK9OD,,,,,,,,,,,,,,,,,0,
ByteVideoLLM-14B,,,Hon-Wong,2024-10-13,,https://huggingface.co/Hon-Wong/ByteVideoLLM-14B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recMPYOeXatYatbmF,,,,,,,,,,,,,,,,,0,
mPLUG-Owl3-7B-241101,,,mPLUG,2024-11-26,,https://huggingface.co/mPLUG/mPLUG-Owl3-7B-241101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recLqfawDPsiPdaVY,,,,,,,,,,,,,,,,,0,
MiniCPM-o-2_6,,,openbmb,2025-01-12,,https://huggingface.co/openbmb/MiniCPM-o-2_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recxfLZgXLg3UfPxr,,,,,,,,,,,,,,,,,0,
MiniCPM-V-2_6,,,openbmb,2024-08-03,,https://huggingface.co/openbmb/MiniCPM-V-2_6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recEF1QQG9rG72v8p,,,,,,,,,,,,,,,,,0,
VITA,,,,2024-08-12,,https://github.com/VITA-MLLM/VITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recMBoQfiQKjSw8Ha,,,,,,,,,,,,,,,,,0,
VITA-1.5,,,,2024-12-20,,https://github.com/VITA-MLLM/VITA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recLvOBE3RjvQPOLA,,,,,,,,,,,,,,,,,0,
kangaroo,,,KangarooGroup,2024-11-13,,https://huggingface.co/KangarooGroup/kangaroo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recoBNEr7nHVeo2XN,,,,,,,,,,,,,,,,,0,
Video-CCAM-7B-v1.2,,,JaronTHU,2024-09-29,,https://huggingface.co/JaronTHU/Video-CCAM-7B-v1.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recAiAIsYwfNhL0uc,,,,,,,,,,,,,,,,,0,
LongVA-7B,,,lmms-lab,2024-06-13,,https://huggingface.co/lmms-lab/LongVA-7B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recXnvdHbEEIlEstD,,,,,,,,,,,,,,,,,0,
Chat-UniVi-7B-v1.5 ,,,Chat-UniVi,2024-04-23,,https://huggingface.co/Chat-UniVi/Chat-UniVi-7B-v1.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reculoAu9RneDOhhM,,,,,,,,,,,,,,,,,0,
Chat-Uni-Vi-7B-v1.5 + 100k SG-WV,,,,2024-06-20,,https://github.com/Share14/ShareGemini,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rec1HuNrKMcoSfrAv,,,,,,,,,,,,,,,,,0,
SliME-Llama3-8B,,,yifanzhang114,2024-06-02,,https://huggingface.co/yifanzhang114/SliME-Llama3-8B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recWVEWgg3xqBoD9K,,,,,,,,,,,,,,,,,0,
Video-XL-7B,,,,2024-10-17,,https://github.com/VectorSpaceLab/Video-XL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reczNMfNWxBOyIgHe,,,,,,,,,,,,,,,,,0,
LLaVA-Video-7B-Qwen2,,,lmms-lab,2024-09-02,,https://huggingface.co/lmms-lab/LLaVA-Video-7B-Qwen2/commit/65bcb8504ea8f3e7a0ace20b8f2088d065e87bcb,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recqH96EsjBT6A8oI,,,,,,,,,,,,,,,,,0,
gemini-2.5-pro,Gemini 2.5 Pro,,,2025-06-17,,,,,,,,,,rec0jRmpNdEDdrg8X,,,,,,,,,,,recumPLYAlNSqKfbH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Kimi-Dev-72B,Kimi Dev 72b,,moonshotai,2025-06-16,,https://huggingface.co/moonshotai/Kimi-Dev-72B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
MiniMax-M1-80k,MiniMax-M1-80k,,MiniMaxAI,2025-06-13,,https://huggingface.co/MiniMaxAI/MiniMax-M1-80k,,,,,,,,recev9TLJFdoqesUC,,,,,,,,,,,,recNoCb58YZgN4Vbk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
claude-opus-4-20250514_2K,Claude Opus 4,,,2025-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recR3uOS0BLHqkwxL,,,,,,1,
claude-sonnet-4-20250514_2K,Claude Sonnet 4,,,2025-05-22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reciPR9ZrmNzGMR41,,,,,,1,
claude-opus-4-20250514_12K,Claude Opus 4,,,2025-05-22,,,,,,,,,,,recCa8wyF9haBALeE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
claude-sonnet-4-20250514_12K,Claude Sonnet 4,,,2025-05-22,,,,,,,,,,,recOF5ZoFqZHYxpwD,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
mistral-ocr-2505,Mistral OCR,,,2025-05-22,,https://docs.mistral.ai/getting-started/changelog/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
gemini-2.5-flash-lite-preview-06-17-thinking,Gemini 2.5 Flash-Lite,gemini-2.5-flash-lite-preview-06-17 (Default thinking length),,2025-06-17,,https://blog.google/products/gemini/gemini-2-5-model-family-expands/,,,,,,,,,,,,,,,,,,,,rec715RUAXp9NTaq5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
codestral-embed,Codestral Embed,,,2025-05-28,,https://docs.mistral.ai/getting-started/changelog/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
devstral-small-2505,Devstral Small,,,2025-05-21,,https://mistral.ai/news/devstral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
mistral-ocr-2503,Mistral OCR,,,2025-03-06,,https://mistral.ai/news/devstral,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
mistral-saba-2502,Mistral Saba,,,2025-02-17,,https://docs.mistral.ai/getting-started/changelog/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
pixtral-large-2411,Pixtral Large,,,2024-11-18,,https://docs.mistral.ai/getting-started/changelog/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rechOi8n1FpFyXwSa,rec7HtMCr5YN12TVB,,0,
mistral-small-2409,Mistral Small v24.09,,,2024-09-17,,https://docs.mistral.ai/getting-started/changelog/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
open-codestral-mamba,Codestral Mamba,,,2024-07-16,,https://docs.mistral.ai/getting-started/changelog/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
mathstral,mathstral,,,2024-07-16,,https://docs.mistral.ai/getting-started/changelog/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
chatglm2-6b,,,THUDM,2023-06-24,,https://huggingface.co/THUDM/chatglm2-6b,,,,,,,,,,,,,,,,,,,,,,,recGt5AcRHqUhevHc,,,recJMYoLpkfhVACXE,"recSk2YMS6sP9ybZP,recSt1c1mDxWjT2kw",,,,,,,,"recyALBBs1Nq8G6a1,recCpu5aGJJNQDoZt,recblK5kWC7IZTktk",,,"rec27gUWwQKDPiwAW,reczTSlKRTLtNSENB",rect9TCmUKTJmVpeh,recMuGIrZwsS5fFvR,,,,,,recXAARbHOX9VJjNY,,,,0,
gemini-2.5-pro_16K,Gemini 2.5 Pro,,,2025-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recHsTdNwgdKqNyYc,,,,,1,
gemini-2.5-pro_32K,Gemini 2.5 Pro,,,2025-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
gemini-2.5-pro_8K,Gemini 2.5 Pro,,,2025-06-17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
gemini-2.5-flash-lite-preview-06-17_16K,Gemini 2.5 Flash-Lite,,,2025-06-17,,https://blog.google/products/gemini/gemini-2-5-model-family-expands/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recNqAyRo9Bchbr4t,,,,,1,
claude-3-7-sonnet-20250219_2K,Claude 3.7 Sonnet,Claude 3.7 Sonnet (2k thinking),,2025-02-24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rec7sfVScDTbadXOF,,,,,,1,
grok-4-0709,Grok 4,,,2025-07-09,,,reck399Bumr5Uaml4,,,recj1cynwUw30DZ24,,,,recYBnWjhmTwpsA6r,reccvzfzhvNO8LxS5,,,,,,recBhYPAeAQhBoGGs,,,,reckc8skUG0WI9i4f,rec1710QvfYzhnUy3,,,,,,,,,,,,,,,,,,,,,,,,recAThc100QSltAYp,reczHopD946ynh9x0,,,,,1,
Kimi-K2-Instruct,Kimi K2,,moonshotai,2025-07-12,,https://huggingface.co/moonshotai/Kimi-K2-Instruct,recYmlS1cYM8gEefH,,,,,,,rec4L4znR9E7Yeb7E,recX4og5KAbGbOhwv,,,,,,,,,,,recBCtmBAYR5YJZuO,,,,,,,,,,,,,,recslQxYG0KdpDtzW,,,,,,,,,,,recwqjqGOkm0f51Io,,,,,1,
glm-4.5,GLM 4.5,,,2025-08-03,,,,,,,,,,recUrHg93mpJgakI0,,,,,,,,,,,,,,,,,,,,,,recJ4sPKZxcbLkH3H,,,,,,,,,,,,,,,,,,,,1,
gemini-2.5-flash,Gemini 2.5 Flash,,,2025-06-17,,https://blog.google/products/gemini/gemini-2-5-model-family-expands/,,,,recUkPodDLc0rmUT6,,,,recBICRjNsv9JEKQt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reczTEwOEknh4LiQa,,1,
chutes/GLM-4.5-FP8,,,,2025-07-27,,https://chutes.ai/app/chute/b5326e54-8d9e-590e-bed4-f3db35d9d4cd?tab=stats,,,,,,,,,,,,,,,,,,,,receWFeazHvEkvyiq,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
chutes/Qwen3-235B-A22B-Thinking-2507,Qwen3-235B-A22B,,,2025-07-25,,https://chutes.ai/app/chute/a805bf90-0237-5b55-8a55-6e8dde54324e?tab=stats,,,,,,,,,,,,,,,,,,,,recGAZIAhonPCxfl4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
Qwen3-Coder-480B-A35B-Instruct,Qwen3-Coder-480B-A35B,,,2025-07-31,,https://huggingface.co/Qwen/Qwen3-Coder-480B-A35B-Instruct,,,,,,,,recT1lwdoUHQkrBMV,,,,,,,,,,,,,,,,,,,,,,recfsmHhxrcp7XSXH,,,,rechj9ltkUUfx20ya,,,,,,,,,,,recwbp07k8ku0pbh5,,,,,1,
claude-opus-4-1-20250805,Claude Opus 4.1,,,2025-08-05,,,,,,,,,,recxJC6KaFZO5Yo47,recNq0JntySeETz1j,,,,,,,,,,,,,recW1ZN2O62BUbQkk,,,,,,,,"recxqFJExYe7BIkUk,rec9xYW8rLPkSKTrN,recD0mhV1kG0BH8LA",,,,,,,,,,,,,,recAiUkL2JKnr7mnB,,,"recGGlCasBVgOOEMl,recGZpChGRoSrM8f1","recInfVvYl70nf0r9,recL4ma3P1uCQmvca",,1,
claude-opus-4-1-20250805_16K,Claude Opus 4.1,,,2025-08-05,,,,,,,,,,recDCbjVONLP8GhN2,,,,,,,,,,,,,,recK5mNmRO2BPjc77,,,,,,,,,,,,,,,,,,,,,,,recgozq9bI4nBC6MI,,,,,1,
claude-opus-4-1-20250805_32K,Claude Opus 4.1,,,2025-08-05,,,,,,,,,,,,,,,,,recuz9bui4PgiPuGH,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
claude-opus-4-1-20250805_27K,Claude Opus 4.1,,,2025-08-05,"Can't do 32K, can do 32K - 4096...",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
gpt-oss-120b,gpt-oss-120b,,,2025-08-05,,,,,,,,,,recG0s6L2oOgmgYjK,recFVmMzFAlgDScJC,,,,,,rec2VBZIfOKcr9NeL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,
gpt-oss-20b,gpt-oss-20b,,,2025-08-05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,
Nemotron-4 15B,Nemotron-4 15B,,,2024-02-26,,,,,,,,,,,,,,,,,,,,,,,,,recxJ90xKTkaaA1JI,,rechEkVlfpVzd5dGw,recFoOkw8h4blebt7,recppgx1TV7PJqqoR,,,,,,,,recoYBTgs9ooX9x9h,,,,,rectxE1O7JQfuz9EJ,,,,,,recKztdCp2jstcKfc,,,,0,
Phi-3.5-mini-instruct,phi-3.5-mini,,microsoft,2024-08-16,,https://huggingface.co/microsoft/Phi-3.5-mini-instruct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reccYIVbofOBOPknJ,,,,recZhel5rsnPzr7yb,recPqTKLkju5qZgJl,,,,,,,,,,0,
opt-1.3b,OPT-1.3B,,facebook,2022-05-11,,https://huggingface.co/facebook/opt-1.3b,,,,,,,,,,,,,,,,,,,,,,,recX8gW8qBbzDWMF3,recyCxsBCiq0Dgqb2,recfHebaHDX7FJeud,,,,,,,,,,,,,,recjiJINwIbUczh5B,recj4wPV6UBqzmQPj,,,,,,recY7BYwRaSw0WvJH,,,,0,
vicuna-13b-v1.1,,,lmsys,2023-04-12,,https://huggingface.co/lmsys/vicuna-13b-v1.1,,,,,,,,,,,,,,,,,,,,,,,recci6ceGcEr7HPnk,recpohf85rUyjWO3J,rec1zWhRyar1a1ya7,,recX0LPusfvFRXmeh,,,,,,,,rec7e2U57eUieqNli,,,,recL6VYFLDmi24iX1,recHgkx12MmzkekLN,,,,,,recoGOGv6pY2Z77AB,,,,0,
DeepSeek-V3-Base,DeepSeek-V3,,deepseek-ai,2024-12-26,,https://huggingface.co/deepseek-ai/DeepSeek-V3-Base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recrLJI80qifq9QOn,,,,,,,,,,0,
Megatron-Turing NLG 530B,Megatron-Turing NLG 530B,,,2022-01-28,,https://huggingface.co/papers/2201.11990,,,,,,,,,,,,,,,,,,,,,,,"recOS1vYKc0O63Nm9,recChavgsXvRqIfA4,reclD9XvCzARYAaJD,recb8yDVZF6TqwUZI",,"rec0czb9iRGEYELDL,recdxz6xNRRDR3Ect,reciL6h4SYzWnjYZA,recgrfBPvZUqv8bhZ",,,,,,,,,,,,,"rectiOvDVbt6MvVp1,recsoiPkr7WH9pRDy,reckRUXCbqhiNITwm,recdQcFMIIooSeC1P","recdV90DkEOlAJrx3,recTl1Vbdzvo45D7K,recSrLGObTDXVTGLX,recvGG1jljsdpWBxK,recIZKFQQyhw23W0n","recC47h8xcapcI419,reccY8xsB8E7wx6VM,recQ4y5CR1XQQvNwM,recqMqP0JxMAF9zPY",,"rec9Vgr0GSmgaNqkJ,recE03KGHKt3Ofp2d,recRjUuV6OUDJjxbD",,,,,,,,0,
vicuna-13b-v1.3,Vicuna-13B-v1.3,,lmsys,2023-06-18,,https://huggingface.co/lmsys/vicuna-13b-v1.3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rec3Y7X7VdJ4nw0QX,,,,recPPbDL9r2HfV1gY,,,,,,,,,,,0,
DeepSeek-Coder-V2-Lite-Base,,,deepseek-ai,2024-06-13,,https://huggingface.co/deepseek-ai/DeepSeek-Coder-V2-Lite-Base,,,,,,,,,,,,,,,,,,,,,,,,,rec8sY5AZGjTEHSIb,recvb9WHxy2ct1iLh,,,,,,,,,recJu2UPUTDAbeHPS,,,,,,,,,,,reck06B6EFq2sdA9w,,,,0,
claude-instant-1.1,Claude Instant,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"recvrlr1UHnsu2xMG,rec8sbiLCZ655gCFv",,"rec2o8utHtyekSr2n,recit7IX6ZlepTNtS",,,,,,,rec8k8VQ1JZHytR3M,,,,,,,,,,,recNlveRZDstMlvIa,,,,0,
DeepSeek-Coder-V2-Lite-Instruct,,,deepseek-ai,2024-06-13,,https://huggingface.co/deepseek-ai/DeepSeek-Coder-V2-Lite-Instruct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rec0LE2Ld8YxKTtGU,,,,,,,,,,,,,,,0,
Qwen2.5-Coder-3B-Instruct,,,Qwen,2024-11-06,,https://huggingface.co/Qwen/Qwen2.5-Coder-3B-Instruct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recEBiI7Vckg3zy0g,,,,,,,,,,,,,,,0,
Qwen2.5-Coder-7B-Instruct,Qwen2.5-Coder (7B),,Qwen,2024-09-17,,https://huggingface.co/Qwen/Qwen2.5-Coder-7B-Instruct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recrxlcLlOEJo7b5M,,,,,,,,,,,,,,,0,
Qwen2.5-Coder-14B-Instruct,,,Qwen,2024-11-06,,https://huggingface.co/Qwen/Qwen2.5-Coder-14B-Instruct/commits/main,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,reciL9E2SFpdpTQ9F,,,,,,,,,,,,,,,0,
falcon-40b-instruct,Falcon-40B,,tiiuae,2023-05-25,,https://huggingface.co/tiiuae/falcon-40b-instruct,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rece6CXnlwtcJqjXw,,,,,,,,,,,,,,,0,
starcoder2-15b,StarCoder 2 15B,,bigcode,2024-02-20,,https://huggingface.co/bigcode/starcoder2-15b,,,,,,,,,,,,,,,,,,,,,,,,,recr8hrjiAzMZKfoe,recslUwoLlToAjB27,,,,,,,,,reclAG14Sox6ongVu,,,,,,,,,,,recZRpnfj4C3Md7l1,,,,0,
starcoder2-7b,StarCoder 2 7B,,bigcode,2024-02-20,,https://huggingface.co/bigcode/starcoder2-7b,,,,,,,,,,,,,,,,,,,,,,,,,recXQnGi8m8ri82zZ,recbF6EudRQDiZM0w,,,,,,,,,recAA2soUr8CvLUav,,,,,,,,,,,recmivd1RvFYMTrow,,,,0,
starcoder2-3b,StarCoder 2 3B,,bigcode,2024-02-22,,https://huggingface.co/bigcode/starcoder2-3b,,,,,,,,,,,,,,,,,,,,,,,,,recyselPDxHqK6S7m,rec7SmDXXVMzS12UD,,,,,,,,,recoPSMZ3BwAx0twb,,,,,,,,,,,recxa9NmUOx3zyxMY,,,,0,
CodeQwen1.5-7B,,,Qwen,2024-04-15,,https://huggingface.co/Qwen/CodeQwen1.5-7B,,,,,,,,,,,,,,,,,,,,,,,,,recZQWDgmY6X1bV95,recBAF9M2T4QfIHAR,,,,,,,,,recK2XPT7uEmiN3aQ,,,,,,,,,,,recpJSkO0X2NX3uo4,,,,0,
gpt-neo-2.7B,GPT-Neo-2.7B,,EleutherAI,2023-03-30,,https://huggingface.co/EleutherAI/gpt-neo-2.7B,,,,,,,,,,,,,,,,,,,,,,,recdUHL8y6j09NCyI,recPK1fpfiUrqmnGQ,,,,,,,,,,,,,,,rec2lQCso9gS2nRx3,rec1GQU0OQPWk0ZHw,,,,,,,,,,0,
opt-13b,,,facebook,2022-05-11,,https://huggingface.co/facebook/opt-13b,,,,,,,,,,,,,,,,,,,,,,,reczB7H8nIbkL9Jpr,rec4xtdDLXW9kjtYL,rec1gcVGZXPvpvkCm,"recnCITHR0D69TaSW,recptjItsyCc9FRVH",,,,,,,,,,,,,recy780ljZMfx4lsm,rec34MBtTjoOBqvsy,,,,,,recsLxqhuH0roOIAF,,,,0,
T5-Base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"recZEQUJTXyiuueTC,recKOjji7dPv8CMeY",,recOwAD9Jhe7hSl9k,,,,,,,,,,,0,
Switch-Base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rec295HTE28FPSMIh,,,,,,,,,,,,,0,
T5-Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recXRfZ560YNIjqvj,"recyMbNGI1OZRdoDb,recn2AEOdhT6ox1s3",,recvh3VHfWBGU2p2P,,,,,,,,,,,0,
Switch-Large,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recOy50NpQz1hM303,,,,,,,,,,,,,0,
T5-Small,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,rectWEngA0ZxOhjXS,,rec48lEgo5a0lIcCQ,,,,,,,,,,,0,
T5-3B,T5-3B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recDaVPKR6YwbKmLZ,recsyCrajtvMBWsU7,,recwuCAISo7vgsHoh,,,,,,,,,,,0,
T5-11B,T5-11B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,recjb7oltbflJgcnj,recyISVSc8fWnwPWJ,,"recZoSfzBQ8qwHGbj,rec4qGZsK5ZSaigQY",,,,,,,,,,,0,
xgen-7b-8k-base,XGen-7B,,Salesforce,2023-06-27,,https://huggingface.co/Salesforce/xgen-7b-8k-base,,,,,,,,,,,,,,,,,,,,,,,recy1P9FZOSqOxfEa,recM76F7J2TQ2TO7S,recRH0L7wxPtAYPUF,"recmtaX4LELTcHv2G,recNXliE4Qvt56aRx",,,,,,,,,,,,,recyTyx10NhAUx6Tx,rectQ5UXB5ekumh3q,,,,,,recDdVbzbODl8KRDE,,,,0,
open_llama_7b,,,openlm-research,2023-06-07,,https://huggingface.co/openlm-research/open_llama_7b,,,,,,,,,,,,,,,,,,,,,,,recqC3Si74hlV1FmN,reckybuDIUweWoaXN,recfcPcVYmxdywnKe,"recS3RPFpiAohJDyr,recKitarPK5ZkGKHY",,,,,,,,,,,,,recWFedHzxqXyOy0H,rec0RNZG538uttbyz,,,,,,recdgUh5eB5jQ4oyE,,,,0,
RedPajama-INCITE-7B-Base,,,togethercomputer,2023-05-04,,https://huggingface.co/togethercomputer/RedPajama-INCITE-7B-Base,,,,,,,,,,,,,,,,,,,,,,,recd9h5DECjR1gnE7,recggVvziNm48zqR3,recvO9MD0YBHFshpN,"reclqOVSaOoy7NX2U,recQGR1shnVCw79MB",,,,,,,,,,,,,reckzjCj8MFWX4ciG,recfbMlV6oYreReFy,,,,,,rec8cEStkqtkCyGmJ,,,,0,
Cerebras-GPT-13B,Cerebras-GPT-13B,,cerebras,2023-03-20,,https://huggingface.co/cerebras/Cerebras-GPT-13B,,,,,,,,,,,,,,,,,,,,,,,rec2aapgpGAXpxWQ6,rec3bpxvIXHWi7lr8,recluVRCBoH49In4Y,"recjibIVUpfsNYJiW,recxEX8BTSBULeO3F",,,,,,,,,,,,,rec16ATP420iWWI5Q,recNaQ21yNcdLdcSw,,,,,,recuKcLt2nDob6ZLa,,,,0,
dolly-v2-12b,Dolly 2.0-12b,,databricks,2023-04-11,,https://huggingface.co/databricks/dolly-v2-12b,,,,,,,,,,,,,,,,,,,,,,,recvtwJTHfsxN0xBD,recRv6XQk2g8nv2LK,recorForiZEuS4nQF,"rec97rlUByGZ2zt8v,recWcPAtUKdfuuDcu",,,,,,,,,,,,,rec2kgz52vP9geaQT,recmpn9dENCquDkxR,,,,,,recpM34slUJwZbjqj,,,,0,
